,pPTEN,pPI3K,pAKT,pGSK3B,PTEN,PI3K,AKT,GSK3B,LPS,bpV,LY294002,HDACi,LiCl,ATP,ADP,P2Y12G
6.8937893789378935,0.10010861147882226,0.9121350797687768,0.6027168146887026,0.39588381427400077,0.8998913885211782,0.08786492023122362,0.397283185311297,0.6041161857259997,1.989228495869992,0.0,0.0,0.0,0.0,1.2216433050075388,0.6369648739470486,0.37115078934409323
6.993699369936993,0.10016722736426202,0.9122514148952384,0.6040466915412005,0.39731155430636195,0.8998327726357386,0.0877485851047621,0.3959533084587992,0.6026884456936386,1.989228495869992,0.0,0.0,0.0,0.0,1.2094986375509738,0.642716743589914,0.37403245192148327
7.093609360936093,0.10021899239074332,0.912362953453189,0.6053068499915462,0.3986600212660605,0.8997810076092573,0.0876370465468116,0.3946931500084535,0.6013399787339401,1.989228495869992,0.0,0.0,0.0,0.0,1.1974747033280306,0.6482913013186503,0.3768044105214004
7.193519351935193,0.10026437864284268,0.912469906759611,0.6065009188586382,0.3999335622831835,0.899735621357158,0.0875300932403895,0.3934990811413615,0.600066437716817,1.989228495869992,0.0,0.0,0.0,0.0,1.1855703021015604,0.6536915040781462,0.37947033607508296
7.293429342934293,0.1003038298659586,0.9125724719844325,0.6076323402780663,0.4011363009530841,0.899696170134042,0.08742752801556802,0.3923676597219333,0.5988636990469164,1.989228495869992,0.0,0.0,0.0,0.0,1.1737842455550023,0.6589202675951961,0.38203380203859055
7.393339333933393,0.10033776277798633,0.9126708343328044,0.6087043775632213,0.40227214463894617,0.8996622372220143,0.0873291656671961,0.39129562243677835,0.5977278553610543,1.989228495869992,0.0,0.0,0.0,0.0,1.1621153571978193,0.6639804668003684,0.3844982765215782
7.493249324932493,0.10036656902238182,0.9127651682488872,0.6097201269137845,0.40334479680367474,0.8996334309776188,0.08723483175111332,0.39027987308621503,0.5966552031963257,1.989228495869992,0.0,0.0,0.0,0.0,1.150562472210612,0.668874936515446,0.3868671177718887
7.593159315931593,0.10039061555985476,0.9128556377246289,0.6106825197696479,0.404357759630525,0.8996093844401459,0.08714436227537173,0.38931748023035173,0.5956422403694753,1.989228495869992,0.0,0.0,0.0,0.0,1.13912443741211,0.6736064715994591,0.38914357377803044
7.693069306930693,0.10041024767079021,0.9129423988859813,0.6115943408685783,0.4053143531490107,0.8995897523292105,0.08705760111401926,0.3884056591314213,0.5946856468509897,1.989228495869992,0.0,0.0,0.0,0.0,1.127800111015245,0.6781778280297739,0.3913307749632388
7.792979297929793,0.10042578858705233,0.9130255993922456,0.6124582260486142,0.4062177133839186,0.8995742114129484,0.08697440060775492,0.38754177395138534,0.5937822866160818,1.989228495869992,0.0,0.0,0.0,0.0,1.1165883626486344,0.6825917228048847,0.39343173747706234
